Name,Age,Region,Gender,Investment,Yield
Rosetta,17,Greater Accra,Male,6413,3.7
Hannah,15,Northern Region,Male,7160,3.9
Angelina,16,Central Region,Male,7311,4
Robinet,18,Western Region,Female,2113,2
Cariotta,23,Brong Ahafo Region,Male,4619,2.8
Rica,22,Greater Accra,Female,4890,2.9
Lani,20,Western Region,Female,1499,1.8
Dodi,20,Central Region,Female,2377,2.1
Alyss,18,Northern Region,Male,1122,1.8
Auria,22,Volta Region,Male,2206,2
Peri,25,Greater Accra,Female,7058,3.9
Jenine,25,Western Region,Female,4506,2.8
Chrysa,16,Northern Region,Female,1743,1.9
Corrine,18,Northern Region,Female,3257,2.3
Dee,20,Brong Ahafo Region,Male,2065,2
Pauly,19,Upper East Region,Male,1573,1.9
Sophronia,24,Upper East Region,Male,1079,1.8
Madalyn,16,Upper East Region,Male,1537,1.9
Michaela,23,Northern Region,Female,4143,2.6
Darlleen,17,Upper West,Female,1790,1.9
Aimil,17,Upper West,Male,7271,4
Godiva,22,Greater Accra,Female,2017,2
Florinda,17,Northern Region,Male,3839,2.5
Crysta,19,Northern Region,Male,2331,2.1
June,25,Volta Region,Male,1399,1.8
Aline,25,Northern Region,Male,4294,2.7
Chery,25,Western Region,Female,4805,2.9
Othella,19,Central Region,Female,4889,2.9
Ruthy,15,Greater Accra,Female,1483,1.8
Alfi,25,Eastern Region,Male,4692,2.8
Alverta,17,Volta Region,Male,5690,3.3
Florri,20,Brong Ahafo Region,Male,5654,3.3
Maisey,16,Central Region,Female,5134,3.1
Rennie,23,Volta Region,Female,3660,2.4
Maribel,23,Brong Ahafo Region,Female,1252,1.8
Tabina,25,Eastern Region,Female,5754,3.4
Brandais,24,Upper East Region,Male,1480,1.8
Kimbra,21,Upper East Region,Female,7474,4
Noni,23,Greater Accra,Male,5921,3.5
Joletta,15,Upper East Region,Female,2730,2.2
Leta,20,Greater Accra,Female,5700,3.4
Bianca,24,Upper West,Male,1837,1.9
Mella,21,Eastern Region,Female,1609,1.9
Julianna,18,Western Region,Female,1270,1.8
Raye,25,Central Region,Male,4575,2.8
Stephana,21,Eastern Region,Female,1372,1.8
Erin,15,Greater Accra,Male,1407,1.8
Kalila,24,Brong Ahafo Region,Male,7143,3.9
Cathlene,16,Brong Ahafo Region,Female,963,1.7
Cal,16,Eastern Region,Female,1257,1.8
Lucy,17,Upper West,Male,4431,2.8
Eve,20,Upper West,Female,1586,1.9
Cathe,18,Ashanti Region,Male,1532,1.9
Margaret,16,Western Region,Male,1093,1.8
Siouxie,20,Volta Region,Female,4826,2.9
Auria,24,Volta Region,Male,1972,1.9
Raye,15,Central Region,Male,1264,1.8
Rosmunda,25,Upper West,Male,6251,3.6
Leanor,22,Upper East Region,Female,1607,1.9
Kendre,15,Eastern Region,Male,5695,3.3
Addie,17,Western Region,Male,2968,2.2
Nancee,24,Western Region,Female,1549,1.9
Marilyn,15,Western Region,Male,1046,1.8
Ilysa,19,Brong Ahafo Region,Male,2098,2
Katina,22,Ashanti Region,Male,2318,2.1
Jamima,22,Northern Region,Male,6217,3.6
Gerrie,16,Upper East Region,Male,7356,4
Gui,21,Ashanti Region,Female,2382,2.1
Bree,22,Northern Region,Female,1714,1.9
Dorette,23,Ashanti Region,Female,2509,2.2
Kassie,22,Eastern Region,Female,1066,1.8
Hali,21,Western Region,Female,1181,1.8
Bernette,16,Upper East Region,Male,1417,1.8
Savina,24,Western Region,Female,6411,3.7
Gilbertina,16,Brong Ahafo Region,Female,7235,4
Harmonia,19,Northern Region,Male,2631,2.2
Hailee,18,Greater Accra,Male,1373,1.8
Shanie,17,Upper East Region,Male,1368,1.8
Andriana,23,Upper West,Male,1769,1.9
Malynda,25,Ashanti Region,Female,1719,1.9
Gwendolin,24,Upper East Region,Male,5940,3.5
Petra,21,Upper East Region,Male,6379,3.7
Quinta,19,Brong Ahafo Region,Male,2488,2.1
Dolli,17,Volta Region,Male,1151,1.8
Kellen,18,Central Region,Female,3023,2.3
Candis,15,Central Region,Female,5981,3.5
Tania,15,Western Region,Female,7073,3.9
Franny,16,Greater Accra,Female,1105,1.8
Bria,17,Central Region,Female,1188,1.8
Maible,19,Upper East Region,Male,7081,3.9
Doretta,18,Ashanti Region,Female,1450,1.8
Betti,22,Central Region,Male,7368,4
Patricia,16,Eastern Region,Male,2787,2.2
Issy,23,Ashanti Region,Female,7308,4
Casie,18,Upper East Region,Female,5500,3.3
Kore,22,Brong Ahafo Region,Female,7399,4
Dolli,23,Eastern Region,Female,7106,3.9
Jacquetta,21,Central Region,Male,5959,3.5
Gracia,23,Western Region,Male,3903,2.5
Gae,24,Western Region,Female,4149,2.6
Leanna,25,Greater Accra,Female,2196,2
Ammamaria,21,Volta Region,Male,2424,2.1
Betti,21,Upper East Region,Female,5722,3.4
Belicia,23,Upper East Region,Male,7073,3.9
Anatola,21,Eastern Region,Male,5716,3.4
Ailina,25,Brong Ahafo Region,Female,6342,3.7
Edee,22,Northern Region,Male,5881,3.5
Janelle,19,Greater Accra,Female,6720,3.8
Sibylle,22,Upper East Region,Male,6691,3.7
Othella,22,Volta Region,Female,1579,1.9
Muffin,20,Ashanti Region,Male,1315,1.8
Alli,18,Volta Region,Male,5081,3.1
Billi,22,Ashanti Region,Female,4167,2.6
Kendra,15,Western Region,Male,1285,1.8
Esmaria,20,Volta Region,Male,5890,3.5
Alyson,18,Upper West,Female,6361,3.7
Sella,15,Greater Accra,Female,3948,2.5
Amity,23,Northern Region,Male,3251,2.3
Allegra,18,Northern Region,Male,1175,1.8
Mommy,17,Ashanti Region,Male,2658,2.2
Karoly,15,Greater Accra,Male,1754,1.9
Salomi,16,Volta Region,Male,4879,2.9
Aurelia,16,Ashanti Region,Female,3700,2.5
Faina,15,Eastern Region,Female,1426,1.8
Annamaria,21,Central Region,Female,1933,1.9
Celle,15,Volta Region,Female,5685,3.3
Marne,24,Western Region,Female,5928,3.5
Hedy,24,Brong Ahafo Region,Female,5124,3.1
Maggie,18,Upper West,Male,4601,2.8
Marjy,23,Eastern Region,Female,2285,2
Karena,24,Volta Region,Male,1585,1.9
Tamarah,17,Upper West,Male,3763,2.5
Janean,22,Upper East Region,Female,7065,3.9
Rea,17,Brong Ahafo Region,Male,3846,2.5
Isadora,19,Eastern Region,Female,3709,2.5
Poppy,19,Eastern Region,Female,1042,1.8
Petronella,17,Brong Ahafo Region,Female,1966,1.9
Morgan,23,Northern Region,Male,2539,2.2
Anett,17,Upper West,Male,6911,3.8
Deb,16,Central Region,Male,7453,4
Merrie,20,Upper West,Female,6670,3.7
Blondy,16,Western Region,Male,4124,2.6
Lisbeth,25,Northern Region,Female,4322,2.7
Halette,19,Eastern Region,Female,6503,3.7
Harlene,16,Ashanti Region,Male,5156,3.1
Dell,19,Brong Ahafo Region,Female,5030,3
Natasha,19,Eastern Region,Male,6436,3.7
Shandy,16,Volta Region,Female,6681,3.7
Magda,18,Greater Accra,Female,2000,2
Rhoda,19,Northern Region,Female,1502,1.9
Sisile,16,Upper West,Male,921,1.7
Lisbeth,24,Brong Ahafo Region,Male,4182,2.6
Loralee,15,Central Region,Female,1766,1.9
Maggy,16,Greater Accra,Male,5112,3.1
Herminia,16,Central Region,Male,5371,3.2
Edita,18,Brong Ahafo Region,Female,4063,2.6
Juliana,20,Upper West,Male,1299,1.8
Clarita,24,Northern Region,Male,5109,3.1
Kathryn,17,Volta Region,Male,3770,2.5
Janetta,24,Greater Accra,Female,5571,3.3
Noemi,18,Greater Accra,Female,4960,3
Kania,16,Central Region,Male,5881,3.5
Mufinella,23,Central Region,Male,4985,3
Kristin,16,Volta Region,Female,3528,2.4
Amity,22,Brong Ahafo Region,Male,2931,2.2
Dosi,22,Volta Region,Female,4819,2.9
Felisha,21,Brong Ahafo Region,Male,1895,1.9
Issi,15,Upper West,Female,5426,3.2
Lucia,23,Greater Accra,Female,2186,2
Mellie,23,Ashanti Region,Female,3734,2.5
Dniren,16,Western Region,Female,5025,3
Kalli,15,Northern Region,Male,6246,3.6
Andree,20,Central Region,Female,6319,3.7
Ophelia,22,Central Region,Female,5152,3.1
Marita,22,Northern Region,Female,1421,1.8
Carie,17,Upper East Region,Male,1195,1.8
Koralle,15,Northern Region,Male,1190,1.8
Ilise,19,Upper West,Female,2593,2.2
Sara,17,Central Region,Female,5868,3.5
Sybil,23,Central Region,Male,1285,1.8
Gina,16,Upper West,Male,6089,3.6
Isabella,25,Greater Accra,Female,1679,1.9
Christy,16,Central Region,Male,3909,2.5
Cyndi,24,Northern Region,Male,1009,1.8
Odessa,16,Upper East Region,Male,3841,2.5
Fredia,24,Greater Accra,Male,6850,3.8
Carma,16,Upper East Region,Male,2773,2.2
Juliette,23,Upper West,Male,1462,1.8
Tabitha,18,Volta Region,Female,2815,2.2
Dolorita,23,Upper East Region,Female,2159,2
Alisun,25,Central Region,Male,4719,2.9
Kori,15,Brong Ahafo Region,Female,1569,1.9
Jackquelin,15,Eastern Region,Female,2666,2.2
Loraine,19,Eastern Region,Female,1685,1.9
Dee,19,Eastern Region,Female,1432,1.8
Meryl,23,Eastern Region,Female,5945,3.5
Bee,16,Eastern Region,Male,1177,1.8
Halette,19,Greater Accra,Female,4792,2.9
Brittani,24,Greater Accra,Male,2029,2
Guglielma,24,Western Region,Male,3311,2.3
Corine,25,Eastern Region,Male,1778,1.9
Devan,24,Volta Region,Female,6590,3.7
Kettie,22,Western Region,Male,4115,2.6
Barbee,21,Ashanti Region,Female,4664,2.8
Shena,22,Eastern Region,Female,2520,2.2
Jacqui,20,Central Region,Male,6813,3.8
Sidoney,19,Western Region,Male,1632,1.9
Elene,18,Northern Region,Male,1125,1.8
Charil,17,Western Region,Male,6602,3.7
Rowena,17,Greater Accra,Male,2280,2
Kamilah,16,Northern Region,Male,1272,1.8
Goldia,16,Western Region,Male,899,1.7
Dacey,22,Ashanti Region,Male,7000,3.9
Marley,24,Upper East Region,Female,5090,3.1
Sheeree,17,Western Region,Female,5182,3.1
Kristine,25,Western Region,Female,1925,1.9
Shae,25,Brong Ahafo Region,Female,1703,1.9
Sondra,21,Western Region,Female,1323,1.8
Karlotte,16,Ashanti Region,Female,939,1.7
Lila,22,Upper East Region,Male,1091,1.8
Amandie,15,Western Region,Female,7435,4
Selle,23,Eastern Region,Male,6068,3.6
Marji,24,Northern Region,Female,1422,1.8
Ermengarde,18,Ashanti Region,Female,1537,1.9
Dahlia,22,Upper East Region,Female,4300,2.7
Maure,23,Brong Ahafo Region,Male,1203,1.8
Maggee,21,Upper East Region,Male,1142,1.8
Amandy,17,Upper East Region,Female,7005,3.9
Flory,23,Brong Ahafo Region,Male,3119,2.3
Norina,16,Greater Accra,Female,1649,1.9
Maryjane,16,Brong Ahafo Region,Male,3818,2.5
Cher,18,Western Region,Female,7242,4
Kimberli,25,Eastern Region,Male,1690,1.9
Nana,25,Upper East Region,Female,5005,3
Pauly,17,Volta Region,Male,1108,1.8
Cherish,15,Greater Accra,Male,6506,3.7
Dyanne,16,Western Region,Male,4683,2.8
Jandy,20,Upper East Region,Male,3663,2.4
Leshia,16,Eastern Region,Female,2788,2.2
Hanna,17,Eastern Region,Male,1914,1.9
Cathleen,21,Western Region,Female,4767,2.9
Tatiania,16,Northern Region,Female,5845,3.5
Maryellen,23,Ashanti Region,Male,7253,4
Rivkah,16,Eastern Region,Female,2701,2.2
Ingeborg,23,Central Region,Male,4490,2.8
Aeriela,21,Northern Region,Female,1785,1.9
Eada,23,Upper East Region,Female,3724,2.5
Nanci,22,Ashanti Region,Female,1420,1.8
Moyna,18,Central Region,Female,7083,3.9
Hildagarde,19,Volta Region,Female,1540,1.9
Raeann,22,Northern Region,Female,3324,2.3
Jenn,21,Eastern Region,Female,6126,3.6
Debora,21,Eastern Region,Female,6309,3.7
Aidan,17,Brong Ahafo Region,Female,5731,3.4
Moll,20,Western Region,Male,4767,2.9
Rosabelle,17,Volta Region,Female,4293,2.7
Merry,20,Northern Region,Female,4070,2.6
Dorthy,22,Upper East Region,Female,4565,2.8
Marianne,16,Volta Region,Female,6235,3.6
Kylynn,24,Upper East Region,Male,1639,1.9
Sophronia,16,Northern Region,Male,4709,2.9
Ann,18,Greater Accra,Male,2201,2
Miranda,22,Ashanti Region,Male,6771,3.8
Maryann,24,Upper East Region,Female,4194,2.6
Natalina,25,Ashanti Region,Male,2235,2
Fredra,18,Western Region,Male,1774,1.9
Marcia,24,Greater Accra,Male,1289,1.8
Chad,23,Upper West,Male,1215,1.8
Claire,23,Central Region,Female,1166,1.8
Jena,25,Central Region,Female,1760,1.9
Francene,21,Ashanti Region,Female,4356,2.7
Cloris,25,Upper West,Female,3542,2.4
Debi,18,Northern Region,Female,6406,3.7
Ede,19,Central Region,Male,4313,2.7
Cassondra,19,Ashanti Region,Male,2122,2
Karlen,21,Ashanti Region,Male,2281,2
Ivory,23,Central Region,Male,1325,1.8
Jessika,23,Upper West,Female,6574,3.7
Pippy,22,Western Region,Female,3752,2.5
Benny,25,Greater Accra,Male,6839,3.8
Jelene,15,Western Region,Female,5786,3.4
Giselle,22,Eastern Region,Female,6401,3.7
Ashlan,24,Volta Region,Female,4539,2.8
Jeri,16,Volta Region,Female,2179,2
Mara,24,Northern Region,Male,3015,2.3
Lyndsey,16,Greater Accra,Female,5465,3.2
Simonne,19,Upper East Region,Male,3203,2.3
Glynda,15,Volta Region,Female,4902,3
Kelley,16,Volta Region,Female,6483,3.7
Helen,20,Volta Region,Female,2416,2.1
Tabby,16,Eastern Region,Female,3487,2.4
Adele,25,Central Region,Male,1477,1.8
Raquel,20,Volta Region,Female,4755,2.9
Caye,20,Western Region,Male,4240,2.7
Leonore,16,Ashanti Region,Female,5859,3.5
Atlante,21,Brong Ahafo Region,Male,3668,2.4
Jessie,23,Central Region,Female,1449,1.8
Caril,20,Ashanti Region,Male,3916,2.5
Lucia,17,Volta Region,Female,7422,4
Maurise,17,Greater Accra,Female,1397,1.8
Amy,17,Ashanti Region,Female,1443,1.8
Cinda,19,Northern Region,Female,6887,3.8
Maggee,23,Brong Ahafo Region,Male,1136,1.8
Caril,25,Northern Region,Male,2249,2
Lianna,19,Upper East Region,Male,2898,2.2
Carolan,25,Volta Region,Male,5449,3.2
Ann,24,Brong Ahafo Region,Female,3001,2.3
Becki,24,Greater Accra,Male,5086,3.1
Lin,17,Volta Region,Male,6015,3.6
Christina,20,Volta Region,Male,4821,2.9
Marline,19,Eastern Region,Female,4796,2.9
Joni,21,Upper East Region,Male,3993,2.5
Quinta,22,Volta Region,Female,1671,1.9
Eunice,21,Upper East Region,Female,7342,4
Perl,17,Central Region,Male,3331,2.3
Ilene,21,Upper East Region,Female,6215,3.6
Star,15,Eastern Region,Female,4715,2.9
Giuditta,20,Greater Accra,Female,1053,1.8
Kylie,15,Western Region,Male,7376,4
Edna,18,Upper West,Male,3355,2.3
Hedy,16,Eastern Region,Female,4819,2.9
Jodee,23,Brong Ahafo Region,Female,5104,3.1
Claudia,22,Eastern Region,Male,5269,3.1
Crissy,23,Central Region,Female,7195,3.9
Alfy,15,Greater Accra,Male,1873,1.9
Meara,18,Eastern Region,Male,3071,2.3
Katerina,24,Volta Region,Female,2626,2.2
Annamarie,22,Western Region,Female,3460,2.4
Karon,18,Western Region,Male,4115,2.6
Luce,22,Brong Ahafo Region,Female,2997,2.2
Antoinette,16,Central Region,Male,1703,1.9
Annemarie,19,Volta Region,Female,2687,2.2
Emily,22,Western Region,Female,3945,2.5
Constantina,15,Upper West,Female,1125,1.8
Shawnee,25,Upper East Region,Female,1524,1.9
Lurlene,18,Upper West,Male,1190,1.8
Brandie,25,Upper East Region,Male,2200,2
Seka,24,Brong Ahafo Region,Male,6283,3.6
Elenore,24,Volta Region,Female,4404,2.8
Kit,17,Eastern Region,Male,1605,1.9
Joelle,24,Upper East Region,Male,4770,2.9
Goldia,15,Upper West,Male,7412,4
Claresta,25,Upper East Region,Female,4499,2.8
Celesta,25,Western Region,Male,1315,1.8
Henrietta,21,Brong Ahafo Region,Female,971,1.7
Alverta,16,Volta Region,Female,7391,4
Aidan,17,Ashanti Region,Male,4989,3
Jenny,24,Eastern Region,Female,3325,2.3
Denice,25,Eastern Region,Male,6335,3.7
Fanchette,19,Volta Region,Female,1779,1.9
Myrtle,15,Volta Region,Male,1460,1.8
Mufi,17,Upper West,Male,2333,2.1
Sadie,15,Volta Region,Male,3299,2.3
Phyllis,15,Greater Accra,Female,4474,2.8
Maye,17,Central Region,Female,1650,1.9
Gaynor,19,Eastern Region,Male,6879,3.8
Caitrin,16,Central Region,Male,4363,2.7
Katrine,18,Volta Region,Male,4193,2.6
Sabina,18,Greater Accra,Female,6064,3.6
Adelaida,19,Upper East Region,Male,7381,4
Elianora,24,Eastern Region,Female,1497,1.8
Cristie,22,Western Region,Male,1471,1.8
Maurita,19,Western Region,Male,1699,1.9
Sandy,15,Volta Region,Male,3473,2.4
Dulci,22,Ashanti Region,Female,995,1.7
Enrika,16,Northern Region,Male,2828,2.2
Billi,24,Eastern Region,Male,4981,3
Rochelle,19,Western Region,Female,1286,1.8
Rosalinde,17,Greater Accra,Female,1035,1.8
Kara,17,Greater Accra,Male,968,1.7
Jacquetta,15,Western Region,Male,5480,3.2
Averyl,25,Volta Region,Male,4692,2.8
Cris,20,Brong Ahafo Region,Female,2160,2
Gui,15,Greater Accra,Male,1018,1.8
Bunny,18,Upper East Region,Male,1522,1.9
Roselia,24,Brong Ahafo Region,Male,3833,2.5
Stace,15,Central Region,Female,3633,2.4
Tallou,23,Central Region,Male,4308,2.7
Starlene,15,Volta Region,Male,4717,2.9
Orella,17,Central Region,Male,6080,3.6
Agneta,17,Northern Region,Female,7114,3.9
Petronille,21,Western Region,Male,6676,3.7
Prissie,24,Volta Region,Female,5351,3.2
Charmian,18,Upper East Region,Male,1772,1.9
Etta,20,Central Region,Male,1403,1.8
Gwynne,25,Ashanti Region,Male,2223,2
Christa,15,Northern Region,Male,2054,2
Hesther,20,Greater Accra,Female,7434,4
Alessandra,16,Brong Ahafo Region,Male,4409,2.8
Garnet,16,Volta Region,Male,2762,2.2
Deloris,15,Greater Accra,Female,1637,1.9
Marilee,24,Upper East Region,Female,1068,1.8
Brigid,18,Upper West,Female,6864,3.8
Jessika,16,Volta Region,Male,7272,4
Kylynn,19,Ashanti Region,Male,2583,2.2
Kimberli,18,Upper East Region,Male,2308,2.1
Roxy,22,Northern Region,Female,6707,3.8
Sheela,25,Eastern Region,Male,5356,3.2
Talyah,17,Western Region,Male,2234,2
Sybilla,20,Volta Region,Female,5881,3.5
Fernanda,17,Volta Region,Male,7392,4
April,21,Upper West,Female,1035,1.8
Ruthy,18,Upper East Region,Male,6733,3.8
Eirena,25,Brong Ahafo Region,Male,3481,2.4
Shantee,24,Upper West,Female,6811,3.8
Jenilee,17,Ashanti Region,Male,5508,3.3
Gertrud,15,Volta Region,Male,1051,1.8
Tally,15,Northern Region,Male,6442,3.7
Bernelle,19,Upper West,Male,7242,4
Meghan,21,Northern Region,Female,5117,3.1
Robyn,16,Northern Region,Female,3679,2.4
Clarinda,25,Upper West,Female,3154,2.3
Perri,17,Eastern Region,Female,4559,2.8
Cathie,19,Eastern Region,Male,1887,1.9
Melita,21,Brong Ahafo Region,Male,6439,3.7
Anna,22,Upper East Region,Female,1487,1.8
Kirbie,19,Upper East Region,Male,6886,3.8
Liuka,17,Volta Region,Female,1182,1.8
Lucilia,25,Upper East Region,Male,1433,1.8
Joby,20,Brong Ahafo Region,Male,3293,2.3
Marybeth,22,Upper East Region,Male,1667,1.9
Atlante,19,Northern Region,Female,2111,2
Petra,25,Brong Ahafo Region,Female,5890,3.5
Inga,20,Eastern Region,Female,1441,1.8
Katine,16,Eastern Region,Male,3128,2.3
Kat,18,Greater Accra,Male,6306,3.7
Aidan,16,Greater Accra,Female,3147,2.3
Karena,23,Central Region,Male,978,1.7
Maritsa,25,Brong Ahafo Region,Male,5092,3.1
Katey,25,Upper West,Female,6619,3.7
Marie,16,Greater Accra,Female,1575,1.9
Brigid,15,Upper West,Male,1574,1.9
Portia,17,Eastern Region,Male,5330,3.2
Rea,21,Volta Region,Male,5926,3.5
Gleda,18,Eastern Region,Male,3895,2.5
Shirline,18,Western Region,Female,1638,1.9
Ibby,19,Ashanti Region,Male,6137,3.6
Rennie,21,Ashanti Region,Female,4932,3
Ivette,16,Upper West,Male,3001,2.3
Tatiania,20,Ashanti Region,Male,5631,3.3
Mil,20,Western Region,Female,1593,1.9
Fae,20,Eastern Region,Male,5945,3.5
Malissia,24,Upper East Region,Female,6090,3.6
Jyoti,24,Eastern Region,Male,4718,2.9
Morena,17,Greater Accra,Female,7008,3.9
Mamie,15,Upper East Region,Female,5692,3.3
Lorraine,25,Greater Accra,Male,4282,2.7
Helsa,18,Ashanti Region,Female,3275,2.3
Malanie,19,Upper East Region,Male,2301,2.1
Phyllys,17,Western Region,Female,1278,1.8
Adela,19,Eastern Region,Male,5922,3.5
Grethel,15,Ashanti Region,Male,4039,2.6
Diahann,17,Ashanti Region,Male,7213,4
Leona,15,Ashanti Region,Male,4247,2.7
Mandi,16,Greater Accra,Male,886,1.7
Carolann,19,Upper West,Female,1343,1.8
Liv,15,Northern Region,Female,3240,2.3
Jennie,22,Central Region,Female,7122,3.9
Merrilee,19,Upper East Region,Female,2407,2.1
Celesta,25,Ashanti Region,Female,3793,2.5
Gwendolyn,19,Upper East Region,Male,4173,2.6
Sharia,22,Brong Ahafo Region,Male,2276,2
Darya,23,Western Region,Male,1893,1.9
Claudette,18,Central Region,Male,2498,2.1
Clo,19,Northern Region,Male,1094,1.8
Collen,25,Eastern Region,Female,2220,2
Margette,20,Northern Region,Female,1489,1.8
Alys,23,Greater Accra,Male,5469,3.2
Dora,24,Greater Accra,Male,1516,1.9
Eleonora,25,Central Region,Female,1690,1.9
Alyse,16,Brong Ahafo Region,Male,848,1.7
Madelene,18,Volta Region,Male,5428,3.2
Nettie,18,Eastern Region,Male,6735,3.8
Ketti,21,Eastern Region,Female,1498,1.8
Muffin,21,Greater Accra,Female,2755,2.2
Annnora,23,Upper East Region,Male,5353,3.2
Luz,16,Northern Region,Male,5060,3.1
Alexandrina,20,Upper West,Male,4388,2.7
Gennifer,21,Upper East Region,Female,1523,1.9
Dorree,23,Volta Region,Female,1104,1.8
Faydra,17,Western Region,Female,2507,2.2
Ardenia,20,Western Region,Male,5867,3.5
Hadria,23,Upper West,Male,4735,2.9
Marlee,19,Volta Region,Female,4116,2.6
Danette,18,Central Region,Male,4731,2.9
Agace,15,Upper West,Male,1303,1.8
Carilyn,25,Greater Accra,Female,6122,3.6
Helge,22,Upper East Region,Female,5947,3.5
Talia,23,Central Region,Male,4185,2.6
Kathlin,17,Upper West,Male,7468,4
Carena,16,Central Region,Male,5399,3.2
Buffy,24,Brong Ahafo Region,Female,1672,1.9
Annelise,24,Western Region,Male,5760,3.4
Sissie,16,Western Region,Female,4516,2.8
Cacilia,18,Ashanti Region,Male,7259,4
Raina,25,Upper East Region,Female,6392,3.7
Elyssa,15,Central Region,Female,2351,2.1
Leanora,15,Upper West,Male,7045,3.9
Mireielle,19,Central Region,Female,2544,2.2
Sabrina,15,Brong Ahafo Region,Female,6585,3.7
Hyacinthia,22,Upper West,Male,2502,2.2
Krysta,22,Upper East Region,Female,1165,1.8
Kamila,16,Ashanti Region,Male,1748,1.9
Anny,24,Ashanti Region,Female,3224,2.3
Susie,17,Greater Accra,Female,5000,3
Dorothy,22,Eastern Region,Female,7130,3.9
Lisbeth,24,Ashanti Region,Male,854,1.7
Jessa,20,Volta Region,Female,3937,2.5
Janet,21,Northern Region,Female,3179,2.3
Jaquelyn,23,Greater Accra,Male,3178,2.3
Charmaine,24,Northern Region,Female,3067,2.3
Adele,16,Volta Region,Female,6337,3.7
Milicent,15,Upper East Region,Female,4540,2.8
Leelah,16,Upper West,Female,4296,2.7
Malory,19,Brong Ahafo Region,Female,6738,3.8
Rosie,16,Western Region,Male,7004,3.9
Lani,22,Western Region,Male,6173,3.6
Julissa,24,Western Region,Male,2406,2.1
Courtney,21,Central Region,Female,4400,2.8
Claudina,25,Upper East Region,Female,1373,1.8
Nichole,19,Brong Ahafo Region,Female,6226,3.6
Linnea,19,Upper West,Female,3016,2.3
Lilas,18,Upper West,Female,3154,2.3
Orsola,22,Ashanti Region,Male,7395,4
Luella,15,Ashanti Region,Female,5476,3.2
Casie,16,Upper West,Male,2009,2
Nedi,22,Western Region,Female,1529,1.9
Emmeline,22,Central Region,Male,3421,2.4
Nari,18,Volta Region,Male,978,1.7
Brenda,16,Central Region,Female,5188,3.1
Rozina,19,Ashanti Region,Male,1996,1.9
Jasmina,24,Greater Accra,Male,1142,1.8
Orelle,22,Upper West,Male,5870,3.5
Jenni,15,Upper West,Female,6561,3.7
Barbey,20,Eastern Region,Female,2550,2.2
Ingeborg,16,Central Region,Male,1436,1.8
Luisa,21,Volta Region,Female,3367,2.3
Marcella,20,Upper East Region,Male,5559,3.3
Consuela,21,Central Region,Female,4435,2.8
Cornelle,17,Brong Ahafo Region,Female,7404,4
Dee,25,Ashanti Region,Male,5576,3.3
Alleen,20,Volta Region,Male,6219,3.6
Annadiane,17,Ashanti Region,Female,2061,2
Ofilia,16,Central Region,Female,3107,2.3
Junie,15,Western Region,Female,3066,2.3
Marthe,17,Brong Ahafo Region,Male,1643,1.9
Anne,19,Ashanti Region,Female,5140,3.1
Celinka,18,Western Region,Male,5943,3.5
Orel,16,Ashanti Region,Male,2900,2.2
Corrinne,17,Brong Ahafo Region,Female,5632,3.3
Aurie,16,Upper West,Female,6866,3.8
Sabra,24,Central Region,Female,4128,2.6
Sylvia,18,Upper East Region,Female,1975,1.9
Fanchon,15,Brong Ahafo Region,Female,3390,2.3
Elise,17,Volta Region,Male,4573,2.8
Iolanthe,21,Western Region,Male,3862,2.5
Amelina,15,Northern Region,Female,897,1.7
Devonne,23,Ashanti Region,Female,4827,2.9
Isabel,23,Eastern Region,Male,1279,1.8
Aleece,18,Upper West,Male,3809,2.5
Simona,24,Upper West,Female,1711,1.9
Nicolle,20,Upper East Region,Male,2626,2.2
Mersey,15,Ashanti Region,Female,2777,2.2
Papagena,24,Northern Region,Male,3649,2.4
Gabbi,21,Eastern Region,Female,6471,3.7
Marya,16,Upper West,Female,2287,2
Shannen,25,Brong Ahafo Region,Male,6765,3.8
Shelby,22,Ashanti Region,Female,2300,2.1
Kristal,19,Greater Accra,Female,2524,2.2
Minnie,18,Northern Region,Female,1227,1.8
Annalise,23,Ashanti Region,Female,3657,2.4
Shelbi,15,Ashanti Region,Female,2620,2.2
Lula,22,Greater Accra,Female,2797,2.2
Roana,15,Brong Ahafo Region,Female,3454,2.4
Morgan,22,Western Region,Male,2221,2
Sarena,20,Volta Region,Male,1106,1.8
Lanette,16,Western Region,Female,3794,2.5
Bea,22,Central Region,Male,3830,2.5
Amabel,22,Volta Region,Female,7344,4
Henriette,25,Upper East Region,Female,1753,1.9
Alexina,20,Upper East Region,Female,6234,3.6
Liesa,16,Upper West,Male,1102,1.8
Iris,15,Volta Region,Male,2536,2.2
Chelsea,19,Upper East Region,Female,5117,3.1
Reggie,15,Northern Region,Female,1290,1.8
Legra,24,Central Region,Female,2653,2.2
Ellynn,23,Ashanti Region,Male,4976,3
Devonna,19,Volta Region,Female,4509,2.8
Marilee,18,Volta Region,Female,1095,1.8
Ame,21,Brong Ahafo Region,Male,5189,3.1
Mirella,16,Northern Region,Male,6270,3.6
Cynthia,17,Greater Accra,Female,1196,1.8
Latrena,21,Western Region,Male,4213,2.7
Sonia,16,Eastern Region,Male,4220,2.7
Nike,23,Upper West,Male,5670,3.3
Andriette,20,Ashanti Region,Female,2576,2.2
Roxine,25,Ashanti Region,Male,7247,4
Flss,19,Central Region,Female,1154,1.8
Gae,25,Upper West,Female,3822,2.5
